fips_code,duration_h_mean,duration_h_max,duration_h_sum,max_outage_rate_mean,max_outage_rate_max,mean_outage_rate_mean,PSVI_score,PSVI_rating
1121,3.963438735,36.5,1002.75,0.006369553,0.083031491,0.004130056,0.023496898,Moderate
1123,5.292708333,42.75,1270.25,0.008430134,0.179154966,0.005963384,0.031036705,Major
1125,2.83681672,39.5,882.25,0.005253424,0.100597732,0.003576826,0.021055752,Moderate
1127,3.175810474,30.5,1273.5,0.005826346,0.081102483,0.004080676,0.028454349,Major
1129,49.30434783,218.75,1134,0.011999121,0.054867257,0.009849782,0.034374345,Major
1131,12.18719807,125.25,2522.75,0.018972485,0.509406074,0.011177398,0.06555777,Extreme
1133,6.195652174,42.75,1567.5,0.007686381,0.139848812,0.005505869,0.036097978,Major
2020,3.141089109,37,634.5,0.014473004,0.43261509,0.008739317,0.023645537,Moderate
2068,116.9357143,540.75,4092.75,0.080427522,0.551102204,0.040883442,0.130439722,Extreme
2090,6.787581699,134.75,1038.5,0.011727719,0.189371241,0.008492729,0.030218663,Major
2122,8.46031746,70.5,1066,0.012370758,0.188711113,0.007234927,0.029088283,Major
2170,7.224770642,121.25,1575,0.011393711,0.372106434,0.008265195,0.042702745,Severe
2240,57.40555556,210.75,2583.25,0.051256754,0.902325581,0.022946454,0.085186073,Extreme
2290,116.4375,350.5,1397.25,0.036174497,0.108456376,0.030725015,0.055651036,Extreme
4001,6.542105263,62.5,621.5,0.008119529,0.067618284,0.006041064,0.017364985,Minor
4003,33.96527778,190.25,1222.75,0.258078658,8.840363632,0.071529622,0.217237808,Extreme
4005,11.42948718,105.75,891.5,0.008300674,0.045219317,0.006566286,0.023751516,Moderate
4007,18.93316832,137.75,1912.25,0.019548749,0.119787693,0.011499042,0.049190141,Severe
4011,46.02155172,326.75,2669.25,0.013033697,0.075595444,0.008267216,0.067066776,Extreme
4012,304.3888889,1205.5,5479,0.085571231,0.509735339,0.055613017,0.184972695,Extreme
4013,1.252145923,19,291.75,0.00188685,0.018615316,0.001588358,0.006724963,Minor
4015,71.9,845,2157,0.009450728,0.067063228,0.006367873,0.069647339,Extreme
4017,7.191964286,45.5,805.5,0.008849181,0.090859687,0.007152821,0.021263042,Moderate
4019,3.218553459,32.25,511.75,0.005981181,0.084191906,0.004410857,0.013766228,Minor
4021,3.759358289,34.25,703,0.012730578,0.312604729,0.010724988,0.023389045,Moderate
4023,170.1018519,1241.5,4592.75,0.033230796,0.128279461,0.013668762,0.138268087,Extreme
4025,9.28125,76.5,1188,0.006796793,0.105945937,0.004404773,0.0287689,Major
4027,14.65625,93.75,703.5,0.006393342,0.040242366,0.004454899,0.018991369,Moderate
5001,8.14479638,57.75,1800,0.013194427,0.278659084,0.007872146,0.044606376,Severe
5003,12.22619048,81.5,2054,0.011888735,0.138843362,0.007854886,0.048167332,Severe
5005,5.546511628,87.75,1192.5,0.014544704,0.999074431,0.007792666,0.043280943,Severe
5007,3.847701149,210.75,669.5,0.01374404,0.602744141,0.008385905,0.030709014,Major
5009,6.532407407,85.75,1058.25,0.008164255,0.147553231,0.005705759,0.027477504,Major
5011,26.7260274,190.5,1951,0.01460283,0.166902405,0.0104351,0.050919389,Severe
5013,73.61805556,360.25,2650.25,0.036659416,0.120717781,0.028644503,0.078516329,Extreme
5015,7.851398601,93.25,1122.75,0.018646064,0.443279828,0.012852712,0.036655544,Major
5017,13.73302469,78.75,2224.75,0.017991877,0.234386617,0.013722014,0.055302627,Extreme
5019,16.92792793,96.25,1879,0.011700213,0.214227066,0.006420959,0.045962325,Severe
5021,29.28289474,196,1112.75,0.021220925,0.200445434,0.018879928,0.038421129,Severe
5023,5.876404494,68.25,1046,0.012010313,0.691036907,0.009590134,0.03567876,Major
5025,70.93333333,333.5,4256,0.028119945,0.212392684,0.017386469,0.106143576,Extreme
5027,8.060679612,51.25,1660.5,0.014007298,0.263667381,0.008592691,0.041841522,Severe
5029,9.419708029,69,1290.5,0.016616996,0.239528702,0.010153566,0.035667638,Major
5031,4.043650794,32.25,254.75,0.006340297,0.039271732,0.005459516,0.008477081,Minor
5033,4.777573529,47.75,649.75,0.010671361,0.200126334,0.006309097,0.019848527,Moderate
5035,10.78826531,120,1057.25,0.008930643,0.074642625,0.006723458,0.027876408,Major
5037,8.183497537,69.5,1661.25,0.008054162,0.113638165,0.006063302,0.038515276,Severe
5039,26.74278846,263.75,2781.25,0.02838728,0.302810078,0.019517839,0.075603308,Extreme
5041,19.46363636,140,2141,0.017324571,0.203855422,0.011849939,0.054463018,Severe
5043,13.20127119,88.25,1557.75,0.014421958,0.24958152,0.010652517,0.041289136,Severe
5045,4.725274725,45.5,430,0.010911997,0.125715172,0.007582453,0.014825349,Minor
5047,12.58252427,70,1296,0.01470091,0.148741586,0.010625204,0.034405746,Major
5049,14.64341085,84.75,1889,0.018647206,0.788278932,0.009759568,0.055630278,Extreme
5051,5.264705882,64.5,984.5,0.008781609,0.137463402,0.005009865,0.025308567,Moderate
5053,18.02142857,117.5,2523,0.024379594,0.406269527,0.017366742,0.066674221,Extreme
5055,9.683333333,52.5,871.5,0.008791151,0.063323182,0.006721489,0.022351055,Moderate
5057,13.22663551,114.5,1415.25,0.017916078,0.128668172,0.010608821,0.038269625,Severe
5059,7.643048128,50.25,1429.25,0.014466209,0.232590529,0.007975681,0.036834557,Major
